RANK,COMPANY,EXECUTIVE NAME,NET WORTH,COUNTRY
966,Online games,Kwon Hyuk-bin,3400000000.0,South Korea
967,machinery,Wang Weixiu & family,3400000000.0,China
968,Meat processing,Michael Latifi,3400000000.0,Canada
969,Construction,Ravi Pillai,3400000000.0,India
970,Snapchat,Bobby Murphy,3400000000.0,United States
971,Generic drugs,Maurizio Billi,3400000000.0,Brazil
972,Private equity,Jonathan Nelson,3400000000.0,United States
973,Beauty products,Reinold Geiger,3400000000.0,Austria
974,EBay,Meg Whitman,3300000000.0,United States
975,Car dealerships,Walter Frey,3300000000.0,Switzerland
976,Pharmaceuticals,P.V. Ramprasad Reddy,3300000000.0,India
977,Movie making,Arnon Milchan,3300000000.0,Israel
978,Diversified,Yu Zhuyun,3300000000.0,China
979,Financial services,Li Hua,3300000000.0,China
980,Private equity,Seth Boro,3300000000.0,United States
980,Private equity,Scott Crabill,3300000000.0,United States
980,Private equity,Holden Spaht,3300000000.0,United States
983,Berkshire Hathaway,Stewart Horejsi & family,3300000000.0,United States
984,Real estate,Rita Tong Liu,3300000000.0,Hong Kong
985,Fast food,Jack Cowin,3300000000.0,Australia
986,Business software,Radha Vembu,3300000000.0,India
987,Construction,Maria Del Pino,3300000000.0,Spain
988,"Logistics, transportation",Fernand Huts,3300000000.0,Belgium
989,Software services,Senapathy Gopalakrishnan,3300000000.0,India
990,Healthcare,Shamsheer Vayalil,3300000000.0,India
991,Retail,Sergei Galitsky,3300000000.0,Russia
992,"Airports, investments",Eduardo Eurnekian,3300000000.0,Argentina
993,Jewelry,T.S. Kalyanaraman,3300000000.0,India
994,"Scaffolding, cement mixers",Mohed Altrad,3300000000.0,France
995,Hedge funds,Daniel Loeb,3300000000.0,United States
996,Palm oil,Martua Sitorus,3300000000.0,Indonesia
997,Airport management,Fernando Chico Pardo,3300000000.0,Mexico
998,Steel pipes,Dmitry Pumpyansky,3300000000.0,Russia
999,Mobile phones,John Caudwell,3300000000.0,United Kingdom
1000,Electric power,Michael Polsky,3300000000.0,United States
1000,Manufacturing,Walter Wang,3300000000.0,United States
1002,Investments,Jose Joao Abdalla Filho,3300000000.0,Brazil
1003,"Fashion retail, investments",Giuliana Benetton,3300000000.0,Italy
1004,"Fashion retail, investments",Luciano Benetton,3300000000.0,Italy
1005,Shopping centers,Edward DeBartolo Jr,3300000000.0,United States
1006,Hedge funds,John Arnold,3300000000.0,United States
1007,Mining,Robert Friedland,3300000000.0,United States
1008,"Insurance, beverages",Vanich Chaiyawan,3300000000.0,Thailand
1009,Candy,Giorgio Perfetti,3300000000.0,Italy
1010,Diversified,Kwek Leng Beng,3300000000.0,Singapore
1011,Diversified,Mustafa Rahmi Koc,3300000000.0,Turkey
1012,ABInBev,Alexandre Van Damme,3300000000.0,Belgium
1013,Pharmaceutical services,August Troendle,3300000000.0,United States
1014,Dick's Sporting Goods,Edward Stack,3300000000.0,United States
1015,Packaging,Isabella Seràgnoli,3300000000.0,Italy
1016,Medical technology,Otto Philipp Braun,3300000000.0,Germany
1017,Campbell Soup,Bennett Dorrance,3300000000.0,United States
1018,Diversified,Ramon Ang,3300000000.0,Philippines
1019,Internet,Sanjeev Bikhchandani,3300000000.0,India
1020,Diversified,Mohamed Mansour,3300000000.0,Egypt
1021,"Liquor stores, supermarkets",Sergei Studennikov & family,3200000000.0,Russia
1022,Hospitals,Lutz Mario Helmig & family,3200000000.0,Germany
1023,Private equity,Alfred Gantner,3200000000.0,Switzerland
1023,Private equity,Marcel Erni,3200000000.0,Switzerland
1023,Private equity,Urs Wietlisbach,3200000000.0,Switzerland
1026,Mobile games,Haoyu Cai,3200000000.0,China
1027,Drugstores,Jean Coutu & family,3200000000.0,Canada
1028,Jewelry,Karl Scheufele III & family,3200000000.0,Switzerland
1029,Investment banking,Warren Stephens,3200000000.0,United States
1030,"Charlotte Hornets, endorsements",Michael Jordan,3200000000.0,United States
1031,Pharmaceuticals,Hu Baifan,3200000000.0,China
1032,Private equity,Stephen Deckoff,3200000000.0,United States
1033,Oil & gas,George Bishop,3200000000.0,United States
1034,"Steel, investments",Gerald Frere,3200000000.0,Belgium
1035,Cryptocurrency,Chris Larsen,3200000000.0,United States
1036,Biopharmaceuticals,Kiran Mazumdar-Shaw,3200000000.0,India
1037,Investments,J. Tomilson Hill,3200000000.0,United States
1038,Healthcare,Xue Min,3200000000.0,China
1039,Chewing gum,William Wrigley Jr,3200000000.0,United States
1040,Biotech,Zhao Yan,3200000000.0,China
1041,"Real estate, investments",Nicolas Berggruen,3200000000.0,United States
1042,Liquor,Robert Sands,3200000000.0,United States
1043,Supermarkets,Hortensia Herrero,3200000000.0,Spain
1044,"Johnson & Johnson, New York Jets",Robert Johnson,3200000000.0,United States
1045,Software,Yi Zheng,3200000000.0,China
1046,Agrochemicals,Salil Singhal,3200000000.0,India
1047,Toys,Wang Ning & family,3200000000.0,China
1048,Software,Peter Gassner,3200000000.0,United States
1049,Lithium batteries,Liu Jincheng & family,3200000000.0,China
1050,used cars,"Ernest Garcia, III",3200000000.0,United States
1051,Hotels,Choo Chong Ngen,3200000000.0,Singapore
1052,Gap,John Fisher,3200000000.0,United States
1053,Pharmaceuticals,Maja Oeri,3200000000.0,Switzerland
1054,Financial services,Peter Hargreaves,3200000000.0,United Kingdom
1055,Surveillance equipment,Fu Liquan & family,3200000000.0,China
1056,Hearing aids,Bill Austin,3200000000.0,United States
1057,Hair care products,Todd Christopher,3200000000.0,United States
1058,WhatsApp,Brian Acton,3100000000.0,United States
1059,Pharmaceuticals,Leena Tewari,3100000000.0,India
1060,"Banking, insurance, media",Yuri Kovalchuk & family,3100000000.0,Russia
1061,Medical equipment,Wu Guangming,3100000000.0,China
1062,Oil & gas,N. Murray Edwards,3100000000.0,Canada
1063,Retailing,Falguni Nayar,3100000000.0,India
1064,Software,Masahiro Noda,3100000000.0,Japan
1065,Real estate,P.N.C. Menon,3100000000.0,Oman
1066,"Construction, investments",Alicia Koplowitz,3100000000.0,Spain
1067,Paints,Kuldip Singh Dhingra,3100000000.0,India
1067,Paints,Gurbachan Singh Dhingra,3100000000.0,India
1069,Solar wafers and modules,Li Zhenguo & family,3100000000.0,China
1070,Footwear,Rafique Malik,3100000000.0,India
1071,"Auto dealers, investments",Abdulla Al Futtaim & family,3100000000.0,United Arab Emirates
1072,Real estate,Jerry Speyer & family,3100000000.0,United States
1073,Drugstores,Kevin David Lehmann,3100000000.0,Germany
1074,Energy,Ronald McAulay,3100000000.0,Hong Kong
1075,Industrial explosives,Kailashchandra Nuwal,3100000000.0,India
1076,Steel,Rufino Vigil Gonzalez,3100000000.0,Mexico
1077,Tractors,Lachhman Das Mittal,3100000000.0,India
1078,Sports teams,Theodore Leonsis,3100000000.0,United States
1079,Damaged cars,Willis Johnson,3100000000.0,United States
1080,Sports,David Blitzer,3100000000.0,United States
1081,Engineering,Otto Happel,3100000000.0,Germany
1082,Shoes,Ted Alfond,3100000000.0,United States
1082,Shoes,Susan Alfond,3100000000.0,United States
1082,Shoes,Bill Alfond,3100000000.0,United States
1085,Carpet,Ibrahim Erdemoglu,3100000000.0,Turkey
1086,Real estate,Geoffrey Palmer,3100000000.0,United States
1087,Real estate,Richard Peery,3100000000.0,United States
1088,Financial services,Nikhil Kamath,3100000000.0,India
1089,Pharmaceuticals,Cao Longxiang & family,3100000000.0,China
1090,Fast food,Andrew Cherng,3100000000.0,United States
1090,Fast food,Peggy Cherng,3100000000.0,United States
1092,Diversified,Sukanto Tanoto,3100000000.0,Indonesia
1093,Home furnishings,Akio Nitori,3100000000.0,Japan
1094,Real estate,Katharina Otto-Bernstein,3100000000.0,Germany
1095,Biomedical products,Jian Jun,3100000000.0,China
1096,Diversified,Theodore Rachmat,3100000000.0,Indonesia
1097,Gaming,Gang Ye,3100000000.0,Singapore
1098,Mining,Patrice Motsepe,3100000000.0,South Africa
1099,Cryptocurrency,Matthew Roszak,3100000000.0,United States
1100,Investments,Martin Ebner,3100000000.0,Switzerland
1101,Real estate,Yang Huiyan & family,3100000000.0,China
1102,Investments,Byron Trott,3100000000.0,United States
1103,Pharmaceuticals,Yusuf Hamied,3100000000.0,India
1104,Pharmaceuticals,Ramesh Juneja,3100000000.0,India
1105,Health IT,Phillip T. (Terry) Ragon,3000000000.0,United States
1106,Banking,Sergei Popov,3000000000.0,Russia
1107,Shopping centers,Tomas Olivo Lopez,3000000000.0,Spain
1108,Pipelines,Ray Davis,3000000000.0,United States
1109,Diversified,Somurai Jaruphnit,3000000000.0,Thailand
1110,Healthcare,Prathap Reddy,3000000000.0,India
1111,Real estate,Atul Ruia,3000000000.0,India
1112,"Brakes, investments",Julia Thiele-Schuerhoff,3000000000.0,Germany
1113,"Real estate, investments",George Argyros & family,3000000000.0,United States
1114,Chemicals,Antonio Del Valle Ruiz & family,3000000000.0,Mexico
1115,Electrical equipment,Zheng Jianjiang & family,3000000000.0,China
1116,Paper,Patrick Lee,3000000000.0,Hong Kong
1117,"Steel, Investments",Segolene Gallienne,3000000000.0,Belgium
1118,Hand tools,Qiu Jianping & family,3000000000.0,China
1119,Phamaceuticals,Rajeev Juneja,3000000000.0,India
1120,Hedge fund,Jeffrey Talpins,3000000000.0,United States
1121,"TV network, investments",Haim Saban,3000000000.0,United States
1122,"Tires, diversified",James Duff,3000000000.0,United States
1122,"Tires, diversified",Thomas Duff,3000000000.0,United States
1124,"Casinos, mixed martial arts",Frank Fertitta III,3000000000.0,United States
1125,E-commerce,Leonid Radvinsky,3000000000.0,United States
1126,Readymade garments,Ravi Modi,3000000000.0,India
1127,Investments,Pablo Legorreta,3000000000.0,United States
1128,Private equity,Scott Kapnick,3000000000.0,United States
1129,Conglomerate,Guo Guangchang,3000000000.0,China
1130,Chemical industry,Vladimir Litvinenko & family,3000000000.0,Russia
1131,Software services,Nandan Nilekani,3000000000.0,India
1132,"Logistics, real estate",Lindsay Fox,3000000000.0,Australia
1133,Real estate,Charles Cohen,3000000000.0,United States
1134,Drug delivery devices,Roger Samuelsson,3000000000.0,Sweden
1135,Plastic,Theo Roussis & Family,3000000000.0,Belgium
1136,TV shows,Oprah Winfrey,3000000000.0,United States
1137,Video streaming,Su Hua,3000000000.0,China
1138,"Palm oil, property",Lee Yeow Chor,3000000000.0,Malaysia
1139,Pharmaceuticals,Henri Beaufour,3000000000.0,France
1139,Pharmaceuticals,Anne Beaufour,3000000000.0,France
1141,Investments,Zhang Lei,3000000000.0,China
1142,Real estate,God Nisanov,3000000000.0,Russia
1142,Real estate,Zarakh Iliev,3000000000.0,Russia
1144,Biotech,Gustavo Denegri & family,3000000000.0,Italy
1145,"Software, investments",Eva Maria Bucher-Haefner,3000000000.0,Switzerland
1146,Real estate,Samvel Karapetyan,3000000000.0,Russia
1147,Publishing,Friede Springer,3000000000.0,Germany
1148,"Hair products, tequila",John Paul DeJoria,2900000000.0,United States
1149,Drugstores,Erwin Franz Mueller,2900000000.0,Germany
1150,Optometry,Marc Fielmann,2900000000.0,Germany
1151,Investments,Richard Chandler,2900000000.0,New Zealand
1152,manufacturing,Zhou Chaonan,2900000000.0,China
1153,"Movies, investments",Thomas Tull,2900000000.0,United States
1154,Pharmaceuticals,Ajay Piramal,2900000000.0,India
1155,"Defense, hotels",Michael Federmann & family,2900000000.0,Israel
1156,cryptocurrency exchange,Fred Ehrsam,2900000000.0,United States
1157,Fashion retail,Qiu Guanghe & family,2900000000.0,China
1158,Energy drinks,Rodney Sacks & family,2900000000.0,United States
1159,Starbucks,Howard Schultz,2900000000.0,United States
1160,"Supermarkets, investments",Ron Burkle,2900000000.0,United States
1161,Liquor,Wu Xiangdong,2900000000.0,China
1162,H&M,Lottie Tham & family,2900000000.0,Sweden
1163,Biotech investing,Wayne Rothbaum,2900000000.0,United States
1164,Cloud computing,Olivier Pomel,2900000000.0,France
1165,Construction,Robert Clark,2900000000.0,United States
1166,Chemicals,Miriam Baumann-Blocher,2900000000.0,Switzerland
1167,Consumer goods,Vivek Chand Burman,2900000000.0,India
1168,"Casinos, mixed martial arts",Lorenzo Fertitta,2900000000.0,United States
1169,Hedge fund,Karthik Sarma,2900000000.0,India
1170,Software,Sergey Dmitriev,2900000000.0,Cyprus
1171,Engineering,Bhadresh Shah,2900000000.0,India
1172,Investments,C. Dean Metropoulos,2900000000.0,United States
1173,"Media, investments",Koos Bekker,2900000000.0,South Africa
1174,Entertainment,Vincent McMahon,2900000000.0,United States
1175,Hedge funds,Daniel Sundheim,2900000000.0,United States
1176,Steel,Fang Wei,2900000000.0,China
1177,Software firm,Alexander Karp,2900000000.0,United States
1178,Cryptocurrency,Jed McCaleb,2900000000.0,United States
1179,Construction Vehicles,Stefan Wirtgen,2900000000.0,Germany
1179,Construction Vehicles,Jurgen Wirtgen,2900000000.0,Germany
1181,Hedge funds,Glenn Dubin,2900000000.0,United States
1182,"Oil, mining",Albert Avdolyan,2900000000.0,Russia
1183,Energy drinks,Hilton Schlosberg & family,2900000000.0,United Kingdom
1184,Investments,James Packer,2900000000.0,Australia
1185,Plastics,William Young,2900000000.0,United States
1186,"Copy machines, software",Yuji Otsuka,2800000000.0,Japan
1187,"Mining, steel",Alexander Frolov,2800000000.0,Russia
1188,Machinery,Zhang Xinghai & family,2800000000.0,China
1189,Shoes,Christian Birkenstock,2800000000.0,Germany
1190,Consumer goods,Kishore Mariwala,2800000000.0,India
1191,Cloud computing,Alexis Lê-Quôc,2800000000.0,United States
1192,Art collection,Philip Niarchos,2800000000.0,Greece
1193,Facebook,Sean Parker,2800000000.0,United States
1194,Electrical equipment,Surjit Kumar Gupta,2800000000.0,India
1195,Commodities,Harindarpal Banga,2800000000.0,India
1196,Information technology,Serge Godin,2800000000.0,Canada
1197,Telecom,Taha Mikati,2800000000.0,Lebanon
1198,Telecom,Najib Mikati,2800000000.0,Lebanon
1199,"Textiles, petrochemicals",Miao Hangen,2800000000.0,China
1200,"Google, venture capital",Kavitark Ram Shriram,2800000000.0,United States
1201,Cybersecurity,Matthew Prince,2800000000.0,United States
1202,Candy,Augusto Perfetti,2800000000.0,Italy
1203,Pharmaceuticals,Wu Guanjiang & family,2800000000.0,China
1204,Supermarkets,Eleanor Butt Crook & family,2800000000.0,United States
1205,Construction,Florentino Perez,2800000000.0,Spain
1206,"Transport, engineering, real estate",Roman Trotsenko,2800000000.0,Russia
1207,Printing,Glen Taylor,2800000000.0,United States
1208,Private equity,Doug Ostrover,2800000000.0,United States
1209,Chemicals,Du Jiangtao & family,2800000000.0,China
1210,Pharmaceuticals,Alexey Repik,2800000000.0,Russia
1211,"Engineering, construction",Riley Bechtel & family,2800000000.0,United States
1212,Auto parts,Zhou Bajin,2800000000.0,China
1213,Paper & related products,Li Hongxin & family,2800000000.0,China
1214,Hedge funds,Leon G. Cooperman,2800000000.0,United States
1215,Beer,Alejandro Santo Domingo,2800000000.0,United States
1216,Solar panels,Jin Baofang,2800000000.0,China
1217,Instagram,Kevin Systrom,2800000000.0,United States
1218,Retail,Ye Guofu,2800000000.0,China
1219,Accounting services,Christian Latouche & family,2800000000.0,France
1220,Biotech investing,Felix Baker,2800000000.0,United States
1221,Biotech investing,Julian Baker,2800000000.0,United States
1222,"Education, healthcare",Ranjan Pai,2800000000.0,India
1223,"Retail, real estate",Maren Otto,2700000000.0,Germany
1224,Airlines,Nguyen Thi Phuong Thao,2700000000.0,Vietnam
1225,Furniture,Todd Wanek,2700000000.0,United States
1226,Real estate,Chen Hua & family,2700000000.0,China
1227,Real estate,Maritsa Lazari & family,2700000000.0,United Kingdom
1228,Prosthetics,Hans Georg Naeder,2700000000.0,Germany
1229,Electronics,Bruce Cheng,2700000000.0,Taiwan
1230,Telecom,Denis O'Brien,2700000000.0,Ireland
1231,Real estate,Chao Teng-hsiung,2700000000.0,Taiwan
1232,Electronics,Sunil Vachani,2700000000.0,India
1233,Investment,Michael Hintze,2700000000.0,Australia
1234,Business software,Aneel Bhusri,2700000000.0,United States
1235,"Agriculture, land",Vadim Moshkovich,2700000000.0,Russia
1236,"Aluminum, utilities",Oleg Deripaska,2700000000.0,Russia
1237,Medical devices,Alberto Siccardi & family,2700000000.0,Switzerland
1238,Coca-Cola bottler,Sol Daurella,2700000000.0,Spain
1239,Fintech,Nik Storonsky,2700000000.0,United Kingdom
1240,Candy,Timm Oberwelland,2700000000.0,Germany
1241,Diversified,Farhad Moshiri,2700000000.0,United Kingdom
1242,Cryptocurrency,Tyler Winklevoss,2700000000.0,United States
1242,Cryptocurrency,Cameron Winklevoss,2700000000.0,United States
1244,Carpet,Ali Erdemoglu,2700000000.0,Turkey
1245,Hair dryers,Li Gaiteng,2700000000.0,China
1246,"Hotels, investments",John Pritzker,2700000000.0,United States
1247,Palm oil,Kuok Khoon Hong,2700000000.0,Singapore
1248,Diversified,Lu Weiding,2700000000.0,China
1249,Live entertainment,Kenneth Feld & family,2700000000.0,United States
1250,"Mining, banking, hotels",Bulat Utemuratov,2700000000.0,Kazakhstan
1251,"Hotels, motels",Ji Qi,2700000000.0,China
1252,Tobacco,Brad Kelley,2700000000.0,United States
1253,Real estate,Jeff Sutton,2700000000.0,United States
1254,Pharmaceuticals,Cen Junda,2700000000.0,China
1255,Sensor technology,Sebastian Glaser,2700000000.0,Germany
1256,Medical devices,Sybill Storz,2700000000.0,Germany
1256,Medical devices,Gudrun Heine,2700000000.0,Germany
1258,Real estate,Mitchell Goldhar,2700000000.0,Canada
1258,Finance,Thomas James,2700000000.0,United States
1260,Financial services,Stephen Lansdown,2700000000.0,Guernsey
1261,Home-cleaning robots,Qian Dongqi,2700000000.0,China
1262,Optometry,Sophie Luise Fielmann,2700000000.0,Germany
1263,Furniture,Gu Yuhua & family,2700000000.0,China
1264,3D printing,Hans Langer,2700000000.0,Germany
1265,Infant formula,Leng Youbin,2700000000.0,China
1266,Construction,Erman Ilicak,2700000000.0,Turkey
1267,"Electric bikes, scooters",Zhang Jian,2700000000.0,China
1268,Auto repair,Peter Unger,2700000000.0,Germany
1269,Diversified,Dan Olsson,2700000000.0,Sweden
1270,Banking,Gerald Ford,2700000000.0,United States
1271,Car dealerships,Herb Chambers,2700000000.0,United States
1272,Steel,Tran Dinh Long,2600000000.0,Vietnam
1273,Campbell Soup,John Dorrance III,2600000000.0,Ireland
1274,"Banking, real estate",Bernard Saul II & family,2600000000.0,United States
1275,mobile games,Adam Foroughi,2600000000.0,United States
1276,Investments,Chen Fashu,2600000000.0,China
1277,Engineering,Wolfgang Leitner,2600000000.0,Austria
1278,Samsung,Lee Boo-jin,2600000000.0,South Korea
1279,Food processing,John Tyson & family,2600000000.0,United States
1280,"Casinos, real estate",Phil Ruffin,2600000000.0,United States
1281,Education,Bertil Hult,2600000000.0,Sweden
1282,"Homebuilding, NFL team",Dwight Schar,2600000000.0,United States
1283,Laboratory services,Gilles Martin,2600000000.0,France
1284,Glass,Ruan Hongliang,2600000000.0,China
1285,Shipping,Tung Chee Hwa,2600000000.0,Hong Kong
1286,Adhesives,Ajay Parekh,2600000000.0,India
1287,"Hotels, investments",Daniel Pritzker,2600000000.0,United States
1288,Pharmaceuticals,Bernard Fraisse & family,2600000000.0,France
1289,Building materials,Eugene Murtagh,2600000000.0,Ireland
1290,Cobalt,Xie Weitong,2600000000.0,Taiwan
1291,Investments,Lirio Parisotto,2600000000.0,Brazil
1292,Flavorings,Deng Wen,2600000000.0,China
1293,Household chemicals,Chen Kaixuan,2600000000.0,China
1294,"Property, healthcare",Jeffrey Cheah,2600000000.0,Malaysia
1295,Textiles,Balkrishan Goenka,2600000000.0,India
1296,Real estate,Kei Hoi Pang,2600000000.0,China
1297,Steel pipes,Anatoly Sedykh,2600000000.0,Russia
1298,Adhesives,Narendrakumar Parekh,2600000000.0,India
1299,Shipping,George Prokopiou & family,2600000000.0,Greece
1300,Hedge funds,Henry Laufer,2600000000.0,United States
1301,Jewellery,G. Rajendran,2600000000.0,India
1302,Real estate,Chan Tan Ching-fen,2600000000.0,Hong Kong
1303,Imaging systems,Huang Li,2600000000.0,China
1304,Conglomerate,Caroline Hagen Kjos,2600000000.0,Norway
1305,Auto parts,Anurang Jain,2600000000.0,India
1306,Cement,Yadu Hari Dalmia & family,2600000000.0,India
1307,Sports apparel,Stephen Rubin,2600000000.0,United Kingdom
1308,Virgin,Richard Branson,2600000000.0,United Kingdom
1309,Electronics components,Robert G. Miller,2600000000.0,Canada
1310,Pharmaceuticals,Cai Dongchen,2600000000.0,China
1311,Retail,Benjamin Otto,2600000000.0,Germany
1312,E-cigarettes,Chen Zhiping,2600000000.0,China
1313,Supermarkets,Lin Ming-hsiung,2600000000.0,Taiwan
1314,"FIAT, investments",John Elkann,2600000000.0,Italy
1315,Yahoo,Jerry Yang,2600000000.0,United States
1316,Real estate,Roy Carroll II,2600000000.0,United States
1317,Estée Lauder,Jane Lauder,2600000000.0,United States
1318,Coffee,Travis Boersma,2500000000.0,United States
1319,Retailing,Bruce Wilson,2500000000.0,Australia
1319,Retailing,John Wilson,2500000000.0,Australia
1319,Retailing,Alan Wilson,2500000000.0,Australia
1322,"Real estate, media",Mortimer Zuckerman,2500000000.0,United States
1323,"Oil, investments",Edward Bass,2500000000.0,United States
1324,Pharmaceuticals,Wilhelm Beier & family,2500000000.0,Germany
1325,Food,Issad Rebrab & family,2500000000.0,Algeria
1326,Healthcare,Abhay Soi,2500000000.0,India
1327,Chemicals,Jiang Weiping & family,2500000000.0,China
1328,"Aluminum, diversified",Song Zuowen,2500000000.0,China
1329,Hearing aids,Beda Diethelm,2500000000.0,Switzerland
1330,Real estate,Or Wai Sheun,2500000000.0,Hong Kong
1331,Oil and gas,Vardis Vardinoyannis & family,2500000000.0,Greece
1332,Technology,Anthony Hall,2500000000.0,Australia
1333,Cable television,Ted Turner,2500000000.0,United States
1334,Pharmaceuticals,Hu Kaijun,2500000000.0,China
1335,Heating and cooling equipment,Martin Viessmann,2500000000.0,Germany
1336,Software,Frank Slootman,2500000000.0,United States
1337,Commodities,Tor Peterson,2500000000.0,United States
1338,LinkedIn,Reid Hoffman,2500000000.0,United States
1339,Music,Jay-Z,2500000000.0,United States
1340,Private equity,Scott Shleifer,2500000000.0,United States
1341,Chemicals,Yang Weidong & family,2500000000.0,China
1342,Spirits,Jean-Pierre Cayard,2500000000.0,France
1343,"Investments, cryptocurrency",Michael Novogratz,2500000000.0,United States
1344,Liquor,Richard Sands,2500000000.0,United States
1345,Cryptocurrency,Stuart Hoegner,2500000000.0,Canada
1346,Hedge funds,Joseph Edelman,2500000000.0,United States
1347,"Online games, investments",Shi Yuzhu,2500000000.0,China
1348,Technology,Sam Hupert,2500000000.0,Australia
1349,"Copper, education",Feng Hailiang,2500000000.0,China
1350,Tequila,Karen Virginia Beckmann Legoretta,2500000000.0,Mexico
1351,Scientific equipment,Frank Laukien,2500000000.0,United States
1352,agribusiness,Alexander Lutsenko & family,2500000000.0,Russia
1353,Online games,Yoo Jung-hyun,2500000000.0,South Korea
1354,Real estate,Alexander Svetakov,2500000000.0,Russia
1355,Sports,Larry Tanenbaum,2500000000.0,Canada
1356,Diversified,Lucio Tan,2500000000.0,Philippines
1357,Gambling,Paul Gauselmann & family,2500000000.0,Germany
1358,Investments,Juan Abello,2500000000.0,Spain
1359,Casinos,Angela Leong,2500000000.0,Hong Kong
1360,Liquor,Charles Bronfman,2500000000.0,Canada
1361,E-commerce,Martin Lau,2500000000.0,Hong Kong
1362,Hedge funds,Stephen Mandel Jr,2500000000.0,United States
1363,Diversified,Kwek Leng Kee,2500000000.0,Singapore
1364,Business software,Sekar Vembu,2500000000.0,India
1365,Samsung,Lee Seo-hyun,2400000000.0,South Korea
1366,Private equity,Ivan Tavrin,2400000000.0,Russia
1367,Retail,Roger Wang,2400000000.0,United States
1368,Diversified,Douglas Hsu,2400000000.0,Taiwan
1369,Slim-Fast,S. Daniel Abraham,2400000000.0,United States
1370,Luxury goods,Alberto Prada,2400000000.0,Italy
1370,Luxury goods,Marina Prada,2400000000.0,Italy
1372,Herbal products,Chen Tei-fu,2400000000.0,Taiwan
1373,Manufacturing,Anthony Langley,2400000000.0,United Kingdom
1374,Electronics,Steven Meng Yang & family,2400000000.0,China
1375,Biotech,Xie Liangzhi & family,2400000000.0,China
1376,Diversified,Sun Guangxin,2400000000.0,China
1377,SAP,Hans-Werner Hector,2400000000.0,Germany
1378,Investments,Solina Chau,2400000000.0,Hong Kong
1379,Video streaming app,Cheng Yixiao,2400000000.0,China
1380,Social media,Ben Silbermann,2400000000.0,United States
1381,Software,William Stone,2400000000.0,United States
1382,Software services,K. Dinesh,2400000000.0,India
1383,Fertilizer,Julio Ponce Lerou,2400000000.0,Chile
1384,Payments software,Arnout Schuijff,2400000000.0,Netherlands
1385,Solar panel materials,Zhu Gongshan & family,2400000000.0,China
1386,"Real estate, investments",Georg von Opel,2400000000.0,Switzerland
1387,Consumer goods,Anand Burman,2400000000.0,India
1388,Finance,T.Y. Tsai,2400000000.0,Taiwan
1389,Agribusiness,Xue Hua,2400000000.0,China
1390,Sandwich chain,Jimmy John Liautaud,2400000000.0,United States
1391,"Software, investments",Shlomo Kramer,2400000000.0,Israel
1392,cosmetics,Daniel Rocher,2400000000.0,France
1393,cosmetics,Bris Rocher,2400000000.0,France
1394,electric systems,Bent Jensen & Family,2400000000.0,Denmark
1395,Private equity,Bruce Karsh,2400000000.0,United States
1396,Retail,Solomon Lew,2400000000.0,Australia
1397,Online games,David Baszucki,2400000000.0,United States
1398,robotics,Zhou Jian,2400000000.0,China
1399,Private equity,Scott Nuttall,2400000000.0,United States
1400,Pharmaceuticals,Prem Kumar Arora,2400000000.0,India
1401,Diversified,Ferit Faik Sahenk,2400000000.0,Turkey
1402,Pharmaceuticals,Basudeo Singh,2400000000.0,India
1403,Pharmaceuticals,Ye Chenghai & family,2400000000.0,Hong Kong
1404,AOL,Steve Case,2400000000.0,United States
1405,"Logistics, baseball",Jim Crane,2400000000.0,United States
1406,Cosmetics,Sylvia Stroeher,2400000000.0,Germany
1407,Touch screens,Zhang Fan,2400000000.0,China
1408,Chemicals,Dmitry Mazepin,2400000000.0,Russia
1409,"Refinery, chemicals",Airat Shaimiev,2400000000.0,Russia
1410,Beef processing,Henry Davis,2400000000.0,United States
1411,communication equipment,Zou Zhinong & family,2400000000.0,China
1412,Mutual funds,Andreas Pohl,2400000000.0,Germany
1413,"Metals, coal",Sun Shoukuan,2400000000.0,China
1414,Investments,Liang Xinjun,2400000000.0,Singapore
1415,Restaurants,Kentaro Ogawa,2400000000.0,Japan
1416,Investing,Pierre van der Mersch,2400000000.0,Belgium
1417,Shoes,Alexandre Grendene Bartelle,2400000000.0,Brazil
1418,Formula One,Bernard Ecclestone & family,2400000000.0,United Kingdom
1418,Real estate,David Fong,2400000000.0,Hong Kong
1420,Real estate,David Walentas,2300000000.0,United States
1421,Restaurants,Shi Yonghong & family,2300000000.0,China
1422,Software,Pavel Baudis,2300000000.0,Czech Republic
1423,Shipping,Constantinos Martinos & family,2300000000.0,Greece
1424,Internet service provider,Ralph Dommermuth,2300000000.0,Germany
1425,Firearms,Ugo Gussalli Beretta & family,2300000000.0,Italy
1426,"Banking, shipping",Spiro Latsis & family,2300000000.0,Greece
1427,Automotive,Shmuel Harlap,2300000000.0,Israel
1428,Automotive brakes,Alberto Bombassei,2300000000.0,Italy
1429,"Palm oil, property",Lee Yeow Seng,2300000000.0,Malaysia
1430,Software,Alan Trefler,2300000000.0,United States
1431,Art collection,David Nahmad,2300000000.0,Monaco
1432,Snack bars,Daniel Lubetzky,2300000000.0,United States
1433,Retail,Mi Enhua,2300000000.0,China
1434,"Virtual reality, defense technology",Palmer Luckey,2300000000.0,United States
1435,"Oil & gas, investments",Arvind Tiku,2300000000.0,India
1436,Cables & wires,Inder Jaisinghani,2300000000.0,India
